Product Description,Product Name,ID,Unit Price,Category,Stock Quantity,Inventory Value,Photo's Link,Ingredients
Canned Goods,Argentina Meat Loaf 100g,000-092,₱19.00,Food,4,₱76.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/argentina-canned-meat-argentina-meat-loaf-100g-15307396644996_1024x.jpg?v=1605882382," May contain mechanically seperated chicken and/or beef (meat/fat), water, soy protein, cornstarch,sugar, iodized salt, spices, MSG (flavor enhancer), sodium erythorbate (Antioxidant), phosphates (Water retention agent) and sodium nitrite (color retention angent)"
Canned Goods,Argentina Meat Loaf 150g,000-093,₱21.00,Food,15,₱315.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/748485801490.jpg,"May contain mechanically seperated chicken and/or beef (meat/fat), water, soy protein, cornstarch,sugar, iodized salt, spices, MSG (flavor enhancer), sodium erythorbate (Antioxidant), phosphates (Water retention agent) and sodium nitrite (color retention angent)"
Canned Goods,Argentina Meat Loaf 170g,000-094,₱24.00,Food,9,₱216.00,https://primomart.ph/products/argentina-meat-loaf-170g,"May contain mechanically seperated chicken and/or beef (meat/fat), water, soy protein, cornstarch,sugar, iodized salt, spices, MSG (flavor enhancer), sodium erythorbate (Antioxidant), phosphates (Water retention agent) and sodium nitrite (color retention angent)"
Canned Goods,Argentina Meat Loaf 250g,000-095,₱29.00,Food,12,₱348.00,https://cdn.shopify.com/s/files/1/0421/2454/2105/products/748485800448_9818cac6-3ccd-44e2-ab13-a4f6935b19b1_large.jpg?v=1628407694,"May contain mechanically seperated chicken and/or beef (meat/fat), water, soy protein, cornstarch,sugar, iodized salt, spices, MSG (flavor enhancer), sodium erythorbate (Antioxidant), phosphates (Water retention agent) and sodium nitrite (color retention angent)"
Canned Goods,Bingo Corned Beef Sachet 60g,000-096,₱12.00,Food,6,₱72.00,https://wingoninc.com.ph/products/bingo-corned-beef-tipid-pack-60g,"Corned Beef,Beef Broth,Soy Protein,Iodized Salt,Spices and Seasonings,Phosphate,Sodium,Erythorbate,Sodium Nitrite"
Canned Goods,Bingo Corned Beef 150g,000-097,₱27.00,Food,5,$135.00,https://store.iloilosupermart.com/product/bingo-corned-beef-150g/,Corned Beef Beef Broth Soy Protein Iodized Salt Spices and Seasonings Phosphate Sodium Erythorbate Sodium Nitrite
Canned Goods,Maling Luncheon Meat Chicken 397g,000-098,₱102.00,Food,2,₱204.00,https://fdi.com.ph/wp-content/uploads/2020/08/maling-chicken.jpg,"Pork Meat (72%), Water, Ham Meat (10%), Salt, Mustard Flour, Pototo Starch, Sugar, Stabilisers: E451, E450, Thickener: E407a, Spices, Antioxidant: E316, Preservative: E250."
Dips and Sauce,UFC Banana Catsup Baon Pack 25g,000-099,₱3.00,Condiments,12,₱36.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/Untitleddesign_16_500x.png?v=1635133669,"Banana, Water, Sugar, Iodized Salt, Spices, Vinegar, Modified Starch, Onion Powder, Garlic Powder, FD&C Yellow 6 Red 40, Sodium Benzoate. Product of the Philippines."
Dips and Sauce,UFC Banana Catsup Budget Pack 100g,000-100,₱9.00,Condiments,13,₱117.00,https://gmart.com.ph/wp-content/uploads/2020/05/UFC-BUDGET-PACK-BANANA-CATSUP-100G.jpg,"Banana, Water, Sugar, Iodized Salt, Spices, Vinegar, Modified Starch, Onion Powder, Garlic Powder, FD&C Yellow 6 Red 40, Sodium Benzoate. Product of the Philippines."
Dips and Sauce,UFC Banana Catsup Saver’s Pack 200g,000-101,₱15.00,Condiments,9,₱135.00,https://gmart.com.ph/wp-content/uploads/2020/05/UFC-BANANA-CATSUP-SAVERS-PACK-200G.jpg,"Banana, Water, Sugar, Iodized Salt, Spices, Vinegar, Modified Starch, Onion Powder, Garlic Powder, FD&C Yellow 6 Red 40, Sodium Benzoate. Product of the Philippines."
Dips and Sauce,UFC Banana Catsup 320g,000-102,₱23.00,Condiments,15,₱345.00,https://cf.shopee.ph/file/f5722ef504968b47293bcfa762b51ce8,"Banana, Water, Sugar, Iodized Salt, Spices, Vinegar, Modified Starch, Onion Powder, Garlic Powder, FD&C Yellow 6 Red 40, Sodium Benzoate. Product of the Philippines."
Food Mixes,Coco Mama Fresh Gata 200ml,000-103,₱34.00,Condiments,9,₱306.00,https://cdn.shopify.com/s/files/1/0284/7237/7453/products/7367e6123717b305a5f19fea33eeb707_360x.jpg?v=1592797299, coconut cream made from freshly pressed coconuts.
Food Mixes,Knorr Mix Ginataang Gulay 29g,000-104,₱15.00,Condiments,12,₱180.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/knorr-seasonings-knorr-ginataang-gulay-kalabasa-29g-14927258845316_1024x.jpg?v=1605920507,"Coconut Cream Powder (Coconut Cream (99%)), Lactose (45%), Wheat Flour, Salt, Sugar, Flavour Enhancer (E621), Palm Oil, Onion, Ginger, Pepper, Modified Corn (Maize) Starch, Colours (Annatto, Paprika, Caramel), Shrimp."
Food Mixes,Mama Sita's Caldereta Mix 50g,000-105,₱35.00,Condiments,6,₱210.00,http://www.filipinan-market.com/images/productos/productos-foto1-461.jpg,"Tomato Powder (29%), Cane Sugar, Salt, Rice Flour, Paprika (7.4%), Garlic Powder, Spices (Chilli, Oregano, Basil, Rosemary Powder), Natural Yeast Extract, Citric Acid."
Food Mixes,Mama Sita's Kare Kare Mix 57g,000-106,₱36.00,Condiments,6,₱216.00,https://www.shopinoy.com.au/static/uploads/images/mama-sita-kare-kare-mix-57g-wfubbaobgxfx.png?mode=max&upscale=true&width=768,"Peanuts, Rice Flour, Cane Sugar, Salt and Annatto Powder."
Food Mixes,Mama Sita's Menudo/Afritada Mix 30g,000-107,₱34.00,Condiments,6,₱204.00,https://i1.wp.com/elako.ph/wp-content/uploads/2020/08/Mama-Sitas-MenudoAfritada-Mix-30g.jpg?fit=1024%2C1024&ssl=1,"Cane Sugar, Tomato Powder (12%), Onion Powder, Cornstarch, Garlic Powder, Natural Yeast Extract, Citric Acid)."
Food Mixes,Mama Sita's Palabok Mix 57g,000-108,₱40.00,Condiments,4,₱160.00,https://kooryr.ph/wp-content/uploads/2021/07/s-l400_3_123b05bc-96dc-49df-927c-18e0f50665fa_2470x.jpg,"Cornstarch, Rice Flour, Salt, Hydrolyzed Corn and Soy Protein, Monosodium Glutamate, Garlic Powder, Cane Sugar, Spices and Disodium Inosinate and Disodium Guanylate."
Food Mixes,Datu Puti Patis 150ml,000-109,₱16.00,Condiments,12,₱192.00,https://www.deninesminigrocery.com/wp-content/uploads/2020/07/116391149_853641461834129_6212581675661558006_n.jpg," Fish Extract, Salt and 0.1% Sodium Benzoate (As Preservative). Fish Extract, Salt And 0.1% Sodium Benzoate (as Preservative)."
Food Mixes,Datu Puti Patis Pet Bottle 350ml,000-110,₱24.00,Condiments,24,₱576.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/datu-puti-seasonings-datu-puti-patis-gin-pet-350ml-16856098799748_1024x.jpg?v=1605661661," Fish Extract, Salt and 0.1% Sodium Benzoate (As Preservative). Fish Extract, Salt And 0.1% Sodium Benzoate (as Preservative)."
Food Mixes,Lorins Patis Pouch 150ml,000-111,₱12.00,Condiments,6,₱72.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/4804888999342.jpg,"Water, Fermented Fish Extract, Iodized Salt, Sodium Benzoate, Caramel, Potassium Sorbate, Monosodium Glutamate, and Disodium Inosinate. "
Food Mixes,Lorins Patis Plastic 350ml,000-112,₱22.00,Condiments,15,₱330.00,https://i0.wp.com/tindahannionang.com/wp-content/uploads/2020/05/lorins-patis.jpg?fit=800%2C800&ssl=1,"Water, Fermented Fish Extract, Iodized Salt, Sodium Benzoate, Caramel, Potassium Sorbate, Monosodium Glutamate, and Disodium Inosinate."
Food Mixes,Silver Swan Patis 100ml,000-113,₱7.00,Condiments,8,₱56.00,https://cf.shopee.ph/file/6fd14262076f7b2a5b9eea9310dd4143,"Water, Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative"
Food Mixes,Salt Repack,000-114,₱5.00,Condiments,30,₱150.00,https://ph-live-05.slatic.net/shop/302ff299409b889858559ea92d793426.jpeg_2200x2200q80.jpg_.webp,Salt
Seasoning,Ajinomoto Ginisa Mix 7g,000-115,₱3.00,Condiments,60,₱180.00,https://boholgrocery.com/wp-content/uploads/2020/10/Ajinomoto-Ginisa-Mix-7g-x-16pcs.jpg,"Oidized SAlt, Flavor Enhancer (MSG, Disodium Inosinate and Guanylate), Dextrin (Bulking Agent), Sugar, Spices (Garlic, Onion, Black Pepper), Meat Flavors, Silicon Dioxide (Anticaking Agent), Refined Vegetable Oil, Chicken Extract, Artificial Garlic Flavor.

Allergen Information; Contains Soybean, Wheat, Egg"
Seasoning,Ajinomoto Ginisa Mix 40g,000-116,₱12.00,Condiments,6,₱72.00,https://cf.shopee.ph/file/d7fd8417ea4fdfa641a02d57acf43dc9,"Oidized SAlt, Flavor Enhancer (MSG, Disodium Inosinate and Guanylate), Dextrin (Bulking Agent), Sugar, Spices (Garlic, Onion, Black Pepper), Meat Flavors, Silicon Dioxide (Anticaking Agent), Refined Vegetable Oil, Chicken Extract, Artificial Garlic Flavor.

Allergen Information; Contains Soybean, Wheat, Egg"
Seasoning,Ajinomoto Pork Savor 8g,000-117,₱3.00,Condiments,60,₱180.00,http://cdn.shopify.com/s/files/1/0421/2454/2105/products/4801958662106_5fed4103-a987-4625-a35a-3d4a8ba69103.jpg?v=1628424767,"Iodized Salt, Flavor Enhancer (Msg, Disodium Inosinate and Guanylate), Dextrin (Bulking Agent), Sugar, Spices (Garlic, Onion, Black Pepper), Pork Extract Powder (Meat and Broth with Tartrazine), Nature-Identical Meat Flavor, Refined Vegetable Oil, Silicon Dioxide (Anticaking Agent)

Allergen Information: Contains Soybean, Milk"
Seasoning,Ajinomoto Vetsin Blue 11g,000-118,₱3.00,Condiments,270,₱810.00,https://boholgrocery.com/wp-content/uploads/2020/09/Ajinomoto-Vetsin-Blue-11g-x-18pcs-Pack.png,"sugar cane, sugar beets, cassava or corn."
Seasoning,Ajinomoto Vetsin Yellow 22g,000-119,₱6.00,Condiments,60,₱360.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/4801958145005.jpg,"sugar cane, sugar beets, cassava or corn."
Seasoning,Ajinomoto Vetsin Gold 50g,000-120,₱11.00,Condiments,5,₱55.00,https://danliz.ph/web/image/product.template/4890/image_1024?unique=269a85e,"sugar cane, sugar beets, cassava or corn."
Seasoning,Knorr Cubes Beef Singles 10g,000-121,₱6.00,Condiments,48,₱288.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/image_82e1fdf3-5ce4-4974-8c78-384596c3bcdf_600x600.jpg?v=1589470783,"SALT, MONOSODIUM GLUTAMATE, PALM OIL, HYDROGENATED PALM OIL, BEEF FAT, WATER, AUTOLYZED YEAST EXTRACT (BARLEY), HYDROLYZED CORN PROTEIN, ONION POWDER, DISODIUM INOSINATE, MALTODEXTRIN, CARAMEL COLOR, CITRIC ACID, SPICE, NATURAL FLAVOR, BEEF EXTRACT, TBHQ (USED TO PROTECT QUALITY). '"
Seasoning,Knorr Cubes Chicken Singles 10g,000-122,₱6.00,Condiments,36,₱216.00,https://cf.shopee.ph/file/6bcc365fbbaaaf29bc4d5350e717b1c9,"Salt, potato starch, vegetable fats (palm, shea butter, sal butter), yeast extract, sugar, chicken fat (2%), chicken (1%), spices (turmeric, pepper CELERY seeds), flavourings, onion powder, maltodextrin, lemon juice powder, parsley, caramel syrup, antioxidant (extracts of rosemary)."
Seasoning,Knorr Cubes Shrimp Singles 10g,000-123,₱7.00,Condiments,12,₱84.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/knorr-seasonings-knorr-cubes-single-shrimp-10g-14927237054596_1024x.png?v=1606337181,"Salt, Monosodium Glutamate, Palm Oil, Shrimp Powder, Hydrogenated Beef Fat, Hydrogenated Soybean Oil, Hydrolyzed Corn Protein, Chile Powder, Corn Starch, Maltodextrin, Sugar, Natural Flavor, Citric Acid, Tomato Powder, Disodium Inosinate, Whey (milk), Caramel Color, Turmeric (for Color), Sodium Caseinate (milk), Red 40."
Seasoning,Knorr Cubes Pork Singles 10g,000-124,₱6.00,Condiments,24,₱144.00,https://www.shopmagic.ph/images/detailed/13/KNORR_PORK_CUBE_SINGLES_10G.jpg,"SALT, MONOSODIUM GLUTAMATE, MODIFIED PALM OIL, MALTODEXTRIN, HYDROGENATED PALM OIL, HYDROLYZED CORN PROTEIN, WATER, ONION POWDER, WHEAT FLOUR, SUGAR, FLAVOUR & NATURAL FLAVOUR, PORK FAT, NATURAL COLOUR, DISODIUM INOSINATE, MODIFIED CORN STARCH, TBHQ."
Seasoning,Maggi Magic Sarap Seasoning 8g,000-125,₱4.00,Condiments,112,₱448.00,https://danliz.ph/web/image/product.template/6414/image_1024?unique=ad9e216,"Iodised Salt, Monosodium Glutamate, Sugar, Chicken Fat, Flavour Enhancer (Ribonucleotides), Garlic, Onion, Spices, Nature-Identical Flavour (Gluten), Egg Powder, Chicken Powder."
Seasoning,Maggi Magic Sarap Seasoning 50g,000-126,₱20.00,Condiments,6,₱120.00,https://i2.wp.com/elako.ph/wp-content/uploads/2020/07/Maggi-Magic-Sarap-All-In-One-Seasoning-50g.jpg?fit=1024%2C1024&ssl=1,"Iodised Salt, Monosodium Glutamate, Sugar, Chicken Fat, Flavour Enhancer (Ribonucleotides), Garlic, Onion, Spices, Nature-Identical Flavour (Gluten), Egg Powder, Chicken Powder."
Seasoning,Datu Puti Soy Sauce Stand Up Pouch 100ml,000-127,₱6.00,Condiments,72,₱432.00,http://cdn.shopify.com/s/files/1/0505/7144/4423/products/370308_8764b36d-c5f2-42c1-b8c9-fefcd5603563.jpg?v=1624024192,"WATER, HYDROLYZED SOY PROTEIN, IODIZED SALT (SALT, POTASSIUM IODATE), CARAMEL COLOR, MONOSODIUM GLUTAMATE, CITRIC ACID, 0.1% POTASSIUM SORBATE AS A PRESERVATIVE, DISODIUM INOSINATE AND DISODIUM GAUNYLATE, FD AND C YELLOW #5 AND FD AND C YELLOW #6, FD AND C RED NO. 40."
Seasoning,Datu Puti Soy Sauce Taba Pack 200ml,000-128,₱10.00,Condiments,68,₱680.00,http://cdn.shopify.com/s/files/1/0421/2454/2105/products/4801668602034_4f6fcdf1-4ae7-46e9-ba8b-1f50ec001b68.jpg?v=1631878033,"WATER, HYDROLYZED SOY PROTEIN, IODIZED SALT (SALT, POTASSIUM IODATE), CARAMEL COLOR, MONOSODIUM GLUTAMATE, CITRIC ACID, 0.1% POTASSIUM SORBATE AS A PRESERVATIVE, DISODIUM INOSINATE AND DISODIUM GAUNYLATE, FD AND C YELLOW #5 AND FD AND C YELLOW #6, FD AND C RED NO. 40."
Seasoning,Datu Puti Soy Sauce 385ml,000-129,₱21.00,Condiments,24,₱504.00,https://cdn.shopify.com/s/files/1/0280/7126/4308/products/soy_sauce_385ml_grande_e09717d1-d193-4913-8a9d-214f8e8bd178_600x.png?v=1588928328,"WATER, HYDROLYZED SOY PROTEIN, IODIZED SALT (SALT, POTASSIUM IODATE), CARAMEL COLOR, MONOSODIUM GLUTAMATE, CITRIC ACID, 0.1% POTASSIUM SORBATE AS A PRESERVATIVE, DISODIUM INOSINATE AND DISODIUM GAUNYLATE, FD AND C YELLOW #5 AND FD AND C YELLOW #6, FD AND C RED NO. 40."
Seasoning,Datu Puti Soy Sauce 1L,000-130,₱49.00,Condiments,12,₱588.00,https://cdn.shopify.com/s/files/1/0060/6067/1058/products/DatuPutiSoySauce_grande.png?v=1585190624,"WATER, HYDROLYZED SOY PROTEIN, IODIZED SALT (SALT, POTASSIUM IODATE), CARAMEL COLOR, MONOSODIUM GLUTAMATE, CITRIC ACID, 0.1% POTASSIUM SORBATE AS A PRESERVATIVE, DISODIUM INOSINATE AND DISODIUM GAUNYLATE, FD AND C YELLOW #5 AND FD AND C YELLOW #6, FD AND C RED NO. 40."
Seasoning,Silver Swan Soy Sauce Jr. Pouch 100ml,000-131,₱6.00,Condiments,72,₱432.00,https://ipcdn.freshop.com/resize?url=https://images.freshop.com/1564405684702540292/c6e24618c4dba67d4349de9628c09797_large.png&width=512&type=webp&quality=80,"Water, Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative."
Seasoning,Silver Swan Soy Sauce Pack 200ml,000-132,₱10.00,Condiments,78,₱780.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/SilverSwanSoySauce200ml_800x_e85917cd-25fa-4314-b599-e1e03c497ea9_512x512.png?v=1611102475,"Water, Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative."
Seasoning,Silver Swan Soy Sauce 385ml,000-133,₱20.00,Condiments,20,₱400.00,https://ipcdn.freshop.com/resize?url=https://images.freshop.com/1564405684702540289/2609da6bba16559ec2428e3b7d19d154_large.png&width=512&type=webp&quality=80,"Water, Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative."
Seasoning,Silver Swan Soy Sauce 1L,000-134,₱38.00,Condiments,16,₱608.00,https://cdn.shopify.com/s/files/1/0421/2454/2105/products/4800344001628_32c7dea1-6832-4446-9fa2-e987a2c9f876.jpg?v=1628424266,"Water, Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative."
Seasoning,Datu Puti Vinegar Stand Up Pouch 100ml,000-135,₱5.00,Condiments,72,₱360.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/image_9f2818d5-9897-4b17-867b-3d9462a79e75_554x554.jpg?v=1589554845,"Cane Vinegar, Water, Clouding Agent (Coconut Oil Emulsion) and Caramel Color"
Seasoning,Datu Puti Vinegar Taba Pack 200ml,000-136,₱8.00,Condiments,60,₱480.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/datu-puti-seasonings-datu-puti-white-vinegar-taba-pack-200ml-14927192162436_600x600_crop_center.png?v=1606041825,"Cane Vinegar, Water, Clouding Agent (Coconut Oil Emulsion) and Caramel Color"
Seasoning,Datu Puti Vinegar 385ml,000-137,₱19.00,Condiments,27,₱513.00,https://mygroceryph.com/pub/media/catalog/product/cache/942fb7ebd8f124d7d8ad39312cbc983a/d/a/datu_puti_vinegar_385_ml.png,"Cane Vinegar, Water, Clouding Agent (Coconut Oil Emulsion) and Caramel Color"
Seasoning,Datu Puti Vinegar 1L,000-138,₱39.00,Condiments,14,₱546.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/datu-puti-seasonings-datu-puti-white-vinegar-1l-14981746229380_1024x.png?v=1610598254,"Cane Vinegar, Water, Clouding Agent (Coconut Oil Emulsion) and Caramel Color"
Seasoning,Silver Swan Vinegar Jr. Pouch 100ml,000-139,₱5.00,Condiments,72,₱360.00,https://vsf-api.cliqqgrocery.com/img/600/744/resize/primary-4800344004946.png,"Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative"
Seasoning,Silver Swan Vinegar Pack 200ml,000-140,₱8.00,Condiments,60,₱480.00,https://nutriasia.com/wp-content/uploads/2018/02/Silver-Swan-Sukang-Puti-200mL.png,"Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative"
Seasoning,Silver Swan Vinegar 385ml,000-141,₱19.00,Condiments,24,₱456.00,https://easymart.ph/wp-content/uploads/Silver-Swan-Vinegar-385ml-1.jpg,"Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative"
Seasoning,Silver Swan Vinegar 1L,000-142,₱38.00,Condiments,12,₱456.00,https://boholonlinestore.com/wp-content/uploads/2017/01/silver_swan_sukang_puti.jpg,"Soybean Extract, Wheat, Iodized Salt, Caramel Color and Less than 0.1% Potassium Sorbate as Preservative"
Sauce,Del Monte Tomato Paste 70g,000-143,₱18.00,Condiments,12,₱216.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/del-monte-seasonings-del-monte-tomato-paste-70g-15307626643588_1024x.png?v=1606062827,"Tomato Puree (Water, Tomato Paste), Water, Sea Salt, Citric Acid, Spice."
Sauce,Del Monte Tomato Paste 150g,000-144,₱29.00,Condiments,18,₱522.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/Cooking_Del-Monte-Tomato-Paste-150g_300x296.jpg?v=1589014296,"Tomato Puree (Water, Tomato Paste), Water, Sea Salt, Citric Acid, Spice."
Sauce,Del Monte Tomato Sauce 90g,000-145,₱12.00,Condiments,24,₱288.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/Untitleddesign_5_8a85a0d4-2f08-4fa0-bc60-c72e369d665d_1024x.png?v=1625052586,"Tomato Puree (Water, Tomato Paste), Water, Sea Salt, Citric Acid, Spice."
Sauce,Del Monte Tomato Sauce 115g,000-146,₱17.00,Condiments,53,₱901.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/373cd8eaa39b0b1355545aebe3f021e9_425x425.png?v=1596954466,"Tomato Puree (Water, Tomato Paste), Water, Sea Salt, Citric Acid, Spice."
Sauce,Del Monte Tomato Sauce 250g,000-147,₱25.00,Condiments,59,"₱1,475.00",https://karton.ph/images/product/photo/3889/56599.png,"Tomato Puree (Water, Tomato Paste), Water, Sea Salt, Citric Acid, Spice."
Sauce,Datu Puti Oysterrific Oyster Sauce 30g,000-148,₱6.00,Condiments,13,₱78.00,https://store.iloilosupermart.com/wp-content/uploads/2020/05/31-1.png,"Water, sugar, iodized salt, soy extract, monosodium glutamate modified starch (corn), caramel, oyster flavor, disodium inosinate, disodium guanylate, lactic acid, yeast extract, vegetable oil emulsion, potassium sorbate, FD&C yellow no. 6 and FD&C red no 40."
Sauce,Datu Puti Oysterrific Oyster Sauce 70g,000-149,₱12.00,Condiments,12,₱144.00,https://lsmedia.linker-cdn.net/269966/2021/5986553.png?width=600&height=570,"Water, sugar, iodized salt, soy extract, monosodium glutamate modified starch (corn), caramel, oyster flavor, disodium inosinate, disodium guanylate, lactic acid, yeast extract, vegetable oil emulsion, potassium sorbate, FD&C yellow no. 6 and FD&C red no 40."
Sauce,Mama Sita's Barbecue Marinade 80ml,000-150,₱19.00,Condiments,28,₱532.00,https://cdn.shopify.com/s/files/1/0562/3096/9503/products/mama-sitas-barbecue-marinade-80ml-seasonings-284_grande.png?v=1634907274,"Cane Sugar, Water, Soy Sauce (Soybeans, Caramel Color, Salt and Water), Salt, Caramel Color, Fresh Garlic, Monosodium Glutamate, Black Pepper, Citric Acid to Enhance Tartness, Disodium Inosinate and Disodium Guanylate and 0.1% Sodium Benzoate as Preservative. Contains soy."
Sauce,Mama Sita's Oyster Sauce Sachet 30g,000-151,₱6.00,Condiments,43,₱258.00,https://danliz.ph/web/image/product.template/6458/image_1024?unique=beb222a,"Water, real oysters, modified starch, cane sugar, salt, hydrolyzed corn and soy protein, caramel color, monosodium glutamate (flavor enhancer), 0.1% sodium benzoate added as a preservative"
Sauce,Mang Tomas All-Around Sarsa 100g,000-152,₱11.00,Condiments,12,₱132.00,https://nutriasia.com/wp-content/uploads/2017/10/MANG-TOMAS-All-Around-Sarsa-Regular-100g.png,"Water, Cane, Sugar, Bread Crumbs (Wheat Flour, Sugar and Palm Oil), Cane Vinegar, Salt, Hydrolyzed Plant Protein (Soy Protein), Onions, Garlic, Black Pepper and 0.1% Sodium Benzoate Added as a Preservative"
Sauce,Mang Tomas All-Around Sarsa 325g,000-153,₱34.00,Condiments,9,₱306.00,https://nutriasia.com/wp-content/uploads/2017/10/MANG-TOMAS-All-Around-Sarsa-Regular-325gc.png,"Water, Cane, Sugar, Bread Crumbs (Wheat Flour, Sugar and Palm Oil), Cane Vinegar, Salt, Hydrolyzed Plant Protein (Soy Protein), Onions, Garlic, Black Pepper and 0.1% Sodium Benzoate Added as a Preservative"
Cheese,Eden Cheese Sulit Pack 45g,000-154,₱14.00,Dairy Products,24,₱336.00,https://images.freshop.com/1564405684703975541/0647a756c4314b639c8f600f58caa5d9_large.png,"Water, Vegetable Oil (Contains One or More of the Following: Coconut Oil, Palm Oil), Milk Protein, Natural Cheese , Butter Milk Powder, Food Starch (Corn Starch,Tapioca Starch), Sodium Phosphate, Monoglyceride, Preservative (Iodized Salt, Potassium Sorbate), Acetic Acid, Vitamins and Minerals (Calcium Phosphate, Phosphate [Iron], Vitamin A Palmitate, Riboflavin B2), Sugar, Natural Butter Flavor. Contains: Milk."
Cheese,Eden Cheese 165g,000-155,₱52.00,Dairy Products,15,₱780.00,https://www.homeshop.ph/image/cache/catalog/Products/Dairy/Cheese/Eden-cheese-165g-500x500-product_popup.png,"Water, Vegetable Oil (Contains One or More of the Following: Coconut Oil, Palm Oil), Milk Protein, Natural Cheese , Butter Milk Powder, Food Starch (Corn Starch,Tapioca Starch), Sodium Phosphate, Monoglyceride, Preservative (Iodized Salt, Potassium Sorbate), Acetic Acid, Vitamins and Minerals (Calcium Phosphate, Phosphate [Iron], Vitamin A Palmitate, Riboflavin B2), Sugar, Natural Butter Flavor. Contains: Milk."
Cheese,O.K. Cheese Filled 200g,000-156,₱40.00,Dairy Products,8,₱320.00,https://images.freshop.com/1564405684702536882/94dc655fe779e1c70dcf5e0ef31ea68e_large.png,"Water, Natural Cheese, Vegetable Oil, Milk Solids, Food Starches, Disodium Phosphate, Sodium Citrate,Iodized Salt, Food Acid, Potassium Sorbate, Flavors, Natural Colors, Vitamin A, Vitamin B2"
Cheese,Ques-O Cheese Food 200g,000-157,₱38.00,Dairy Products,3,₱114.00,https://www.srssulit.com/wp-content/uploads/products/14382-1.png,"Natural Cheddar Cheese, Water, Milk Solids, Disodium Phosphate, Sodium Citrate, Iodized Salt, Lactic Acid, Potassium Sorbate."
Powdered Juice,Nestea Powdered Apple Litro 25g,000-158,₱19.00,Beverages,24,₱456.00,https://www.srssulit.com/wp-content/uploads/products/2785-1.png,"Sugar, Acidity regulators (Citric Acid), Black tea powder, Sweeteners (Aspartame*, Acesulfame potassium), Nature-identical flavor, Vitamin C"
Powdered Juice,Nestea Powdered Cranberry Cosmopolitan Blend Litro 25g,000-159,₱19.00,Beverages,12,₱228.00,https://cf.shopee.ph/file/f5d01499bfc27583e00b7821f12fc3cb,"
Sugar, Citric Acid, Instant Tea, Natural Flavor, Silicon Dioxide."
Powdered Juice,Nestea Powdered Honey Blend Litro 25g,000-160,₱19.00,Beverages,36,₱684.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Nestea-Honey-Blend-Litro-Pack-25g.png,"Sugar, Calamansi Powder, Black Tea, Honey Powder"
Powdered Juice,Nestea Powdered Lemon Litro 25g,000-161,₱19.00,Beverages,12,₱228.00,https://www.wowtiongsan.com/shop/2213-home_default/nestea-lemon-ice-tea-1l-25g-1700.jpg,"sugar, citric acid, tea powder [carmellia sinesis, maltodextrin], natural flavouring, vitamin c, sweeteners: e951, e950"
Powdered Juice,Tang Powdered Juice Apple 25g,000-162,₱19.00,Beverages,12,₱228.00,https://www.homeshop.ph/image/cache/catalog/Products/Beverages/Juice/Tang-Apple-Powdered-Juice-25g-500x500-product_popup.jpg,"Sugar. Apple Fruit Powder (0.8%) Acidity Regulator (330) Stabilizer (415) Minerals (Tricalcium Phosphate, Ferrous Citrate) Vitamins. Food Colours (150d, 102, 110)"
