Product Description,Product Name,ID,Unit Price,Category,Stock Quantity,Inventory Value,Photo's Link,Ingredients
Coffee Mixes,Great Taste 3-In-1 White Caramel Twin Pack 50g,000-247,₱5.00,Beverages,24,₱120.00,https://cf.shopee.ph/file/87699ac13703f964d6b6734f6e3f7477,"Creamer (glucose, hydrogenated, vegetable fat [Palm, palm kernel or coconut], acidity regulators [phosphate sodium citrate], caseinate [MILK], emulsifiers [mono and diglycerides of fatty acids, diacetyl tartaric acid esters of mono and diglycerides, and sodium stearoyl lactylate [MILK]], stabilizer [modified starch], anti-caking agent silicon dioxide], sweetener [sucralose], color [riboflavin]), sugar, coffee, stabilizer [modified starch], natural and artificial flavors, and iodized salt.
May contain traces of MILK and SULPHITE"
Coffee Mixes,Great Taste 3-In-1 White Choco Twin 50g,000-248,₱12.00,Beverages,24,₱288.00,https://mygroceryph.com/pub/media/catalog/product/cache/942fb7ebd8f124d7d8ad39312cbc983a/g/r/great_taste_3in1_white_choco_twin_pack_2.jpg,
Coffee Mixes,Great Taste 3-In-1 White Crema Twin Pack 50g,000-249,₱12.00,Beverages,12,₱144.00,https://ph-live-01.slatic.net/p/4723965956e0c75fadfc7d73516abfac.jpg,"NON-DAIRY CREAMER, SUGAR, DEXTROSE POWDER, COFFEE POWDER, NATURAL AND ARTIFICIAL FLAVORS"
Coffee Mixes,Kopiko Coffee Black Twin 60g,000-250,₱12.00,Beverages,24,₱288.00,https://cdn.shopify.com/s/files/1/0275/0935/8707/products/image_01c0b097-aaeb-445a-972c-24b42a65d004_640x437.jpg?v=1607242995,"Coffee, Sugar,"
Coffee Mixes,Kopiko Coffee Cafe Blanca Single 30g,000-251,₱7.00,Beverages,12,₱84.00,https://ph-live-05.slatic.net/p/1f22935b3ec3bcabf1a7356f2c7b0bfe.jpg_2200x2200q80.jpg_.webp,"Non-dairy creamer, Hydrogenated vegetable fat (Coconut and/or Palm kernel oil), Sugar, Instant Coffee, Coffee flavour, Skim milk powder, Cocoa powder, Malt extract powder, Sucralose."
Coffee Mixes,Kopiko Coffee Blanca Twin 52g,000-252,₱12.00,Beverages,60,₱720.00,https://cf.shopee.ph/file/29eae80b00b8992494f5156dea55e060,"Milk, coconut,Coffe"
Coffee Mixes,Kopiko Coffee Brown Single 27.5g,000-253,₱7.00,Beverages,24,₱168.00,https://cf.shopee.ph/file/a451917b800566a834761566fafa4b56,"Milk, coconut,Coffe"
Coffee Mixes,Kopiko Coffee Brown Twin 53g,000-254,₱12.00,Beverages,36,₱432.00,https://cf.shopee.ph/file/d40e6c76a420fde0847cfa004249820c,"Milk, coconut,Coffe"
Coffee Mixes,Kopiko Coffee Double Cups 33g,000-255,₱9.00,Beverages,12,₱108.00,https://www.wowtiongsan.com/shop/1689-large_default/1788.jpg,
Coffee Mixes,Nescafe Coffee 3-In-1 Brown Twin Pack 55g,000-256,₱12.00,Beverages,12,₱144.00,https://imartgrocersph.com/wp-content/uploads/2020/10/Nescafe-Brown-Twin-Pack-55g.jpg,"Coffee creamer [Glucose syrup, Hydrogenated vegetable oil (may contain one or more of the following oils: Coconut, Palm, Palm kernel), Sequestrants (Dipotassium phosphate, Trisodium citrate, Sodium polyphosphate), Caseinate, Emulsifiers (Mono- and Di-glycerides of Fatty Acids, Diacetyltartaric and fatty acid esters of glycerol), Anti-caking agent (Silicon dioxide), Salt], Sugar, Maltodextrin, NESCAFÉ instant coffee, Nature-identical flavors, Stabilizer (Sodium carboxymethyl cellulose), Iodized salt, Sweetener (Ace-sulfame potassium)"
Coffee Mixes,Nescafe Coffee 3-In-1 Creamy Latte Twin Pack 55g,000-257,₱12.00,Beverages,12,₱144.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Nescafe-Creamy-Latte-Twin-Pack-55g.png,"Coffee Creamer [Glucose Syrup, Hhydrogenated Vegetable Oil (May contain one or more of the following oils: Coconut, Palm, Palm Kernel), Sequestrants (Dipotassium Phosphate, Trisodium Citrate, Sodium Hexametaphosphate), Caseinate, Emulsifiers (Mono- an diglycerides of fatty acids, Diacetyltartaric and fatty acid esters of glycerol), Anti-caking agent (Silicon dioxide), Salt], Sugar, Maltodextrin, Nescafe Instant Coffee, Natural, Artificial and Natura Identical Flavors, iodized Salt, Stabilizer (Sodium Carboxymethyl cellulose), Caramelized Sugar, Cocoa Powder, Sweetener (Acesulfame Potassium)"
Coffee Mixes,Nescafe Coffee Creamy White Singles 29g,000-258,₱7.00,Beverages,10,₱70.00,https://cf.shopee.ph/file/bb48b4cbff2dd5fc4f546a2b6332f590,"Coffee creamer [Glucose syrup, hydrogenated vegetable oil (may contain coconut, palm, palm kernel oils), sequestering agent (dipotassium ± phosphate, sodium citrate, sodium hexametaphosphate), caseinate and diglycerides of fatty acids, ester of (diacetyltartaric acid) (Silicon dioxide), Iodized salt], Sugar, Maltodextrin, Nescafé instant coffee, skimmed milk powder, milk powdered drink, flavors identical to natural ones, Iodized salt and Sweetener (Acesulfame-K)."
Coffee Mixes,Nescafe Coffee 3-In-1 Creamy White Twin 52g,000-259,₱12.00,Beverages,36,₱432.00,https://lh3.googleusercontent.com/proxy/jVORhG0hx2-yvDKBmMmO8L22MtwElQkng5cdVbtgsnA0BwHST_Ps8DBf8Yq7g9y38NGI46C2CNL7pZXEYh5mhQgfzU0mgleoeNvIOR3wLLIoQI9SQ3-jLgcz2Xp4kvqyGygq4_1IAdY,"Coffee creamer [Glucose syrup, hydrogenated vegetable oil (may contain coconut, palm, palm kernel oils), sequestering agent (dipotassium ± phosphate, sodium citrate, sodium hexametaphosphate), caseinate and diglycerides of fatty acids, ester of (diacetyltartaric acid) (Silicon dioxide), Iodized salt], Sugar, Maltodextrin, Nescafé instant coffee, skimmed milk powder, milk powdered drink, flavors identical to natural ones, Iodized salt and Sweetener (Acesulfame-K)."
Coffee Mixes,Nescafe Coffee Original Single 28g,000-260,₱7.00,Beverages,12,₱84.00,https://boholgrocery.com/wp-content/uploads/2017/06/Nescafe-Original-Single.png,"Sugars (sugar, glucose syrup), hydrogenated palm kernel oil, instant coffee, modified milk ingredients, salt, dipotassium phosphate, calcium carbonate, sodium citrate, graham's salt, mono- and diglycerides, DATEM, sodium triphosphate, natural and artificial flavour."
Coffee Mixes,Nescafe Coffee 3-In-1 Original Twin Pack 56g,000-261,₱12.00,Beverages,24,₱288.00,http://cdn.shopify.com/s/files/1/0358/1335/9748/products/NESCAFE-ORIGINAL-TWIN-PACK-48G_24d143c5-6c69-4a55-9fcc-4179282c7b03_1024x.jpg?v=1621996094,"Sugar, Glucose Syrup, Hardened Palm Oil, Instant Coffee 7.9%, Caramelized Sugar, Stabilizers, Milk Proteins, Salt, Maltodextrin, Emulsifier, And Natural And Artificial Flavoring."
Coffee Mixes,Top Cafe Coffee White 30g,000-262,₱6.00,Beverages,12,₱72.00,https://cf.shopee.ph/file/a30c073c819624fb7e3ded58c88d8b72,
Coffee Mixes,Top Cafe Coffee Brown 25g,000-263,₱6.00,Beverages,12,₱72.00,https://cf.shopee.ph/file/9a7d0494385e31d862352d3a53ac9c10,
Coffee Creamer,Coffee-Mate Coffee Creamer 5g,000-264,₱3.00,Beverages,24,₱72.00,https://cf.shopee.ph/file/80a1e0f7dec078979870e94674afd9f0,
Coffee Creamer,Coffeemate Coffee Creamer 60g,000-265,₱16.00,Beverages,8,₱128.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/coffeemate-breakfast-drinks-coffeemate-creamer-60g-16884215677060_600x600_crop_center.jpg?v=1605676798,
Coffee Creamer,Coffee-Mate Coffee Creamer 170g,000-266,₱32.00,Beverages,5,₱160.00,https://cf.shopee.ph/file/580ab3c25264c9f1438f2c542140a72a,
Coffee Creamer,Coffee-Mate Coffee Creamer 250g,000-267,₱42.00,Beverages,4,₱168.00,https://cf.shopee.ph/file/6e83bab86a4522be464a61d7d12b0872,
Coffee Creamer,Coffee-Mate Coffee Creamer 450g,000-268,₱84.00,Beverages,3,₱252.00,https://cf.shopee.ph/file/6cd0618dff0809d49386a93e437eaef9,
Coffee Creamer,Krem-Top Coffee Creamer 80g,000-269,₱17.00,Beverages,6,₱102.00,https://www.wowtiongsan.com/shop/1750-large_default/1853.jpg,
Coffee Creamer,Krem-Top Coffee Creamer 250g,000-270,₱53.00,Beverages,2,₱106.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Krem-Top-Coffee-Creamer-250g.png,
Tea Bag,Lipton Tea Bags Yellow Label 2g,000-271,₱4.00,Beverages,25,₱100.00,https://shop.themetrostores.ph/marketmarket-supermarket/wp-content/uploads/2021/03/SM8433428-1.jpg,
Liquor,Alfonso I Brandy Light 1L,000-272,₱280.00,Beverages,12,"₱3,360.00",https://manila-wine.com/media/catalog/product/cache/1/image/700x700/9df78eab33525d08d6e5fb8d27136e95/a/l/alfonso-i-light-1l.jpg,
Liquor,Emperador Brandy Double Light 750ml,000-273,₱120.00,Beverages,12,"₱1,440.00",https://cdn.shopify.com/s/files/1/0260/6877/9066/products/584874_34571077-4d1c-4c45-8fd2-09bbf3634481_1200x1200.jpg?v=1629809778,Ethanol and water
Liquor,Emperador Brandy Double Light 1L,000-274,₱160.00,Beverages,12,"₱1,920.00",https://ph-live-01.slatic.net/p/mdc/51b731b2ade8a416840a40e2d321c9b5.jpg,Ethanol and water
Liquor,Emperador Brandy Light 350ml,000-275,₱85.00,Beverages,12,"₱1,020.00",https://cdn.shopify.com/s/files/1/0275/0935/8707/products/image_69933bef-fa94-4b9f-a101-7d8aad5aafb3_600x600.jpg?v=1589849398,Ethanol and water
Liquor,Emperador Brandy Light 500ml,000-276,₱110.00,Beverages,12,"₱1,320.00",https://fishersupermarket.ph/wp-content/uploads/2020/10/4800142110072.jpg,Ethanol and water
Liquor,Emperador Brandy Light 750ml,000-277,₱140.00,Beverages,12,"₱1,680.00",https://ph-test-11.slatic.net/p/mdc/ddb533016edf3957381d270c74f45ef4.jpg,Ethanol and water
Liquor,Emperador Brandy Light 1L,000-278,₱160.00,Beverages,12,"₱1,920.00",https://ph-live-01.slatic.net/p/mdc/0342971e04d9a9291485b46253fab8ae.jpg,Ethanol and water
Liquor,Fundador Brandy Light 1L,000-279,₱375.00,Beverages,12,"₱4,500.00",https://ph-test-11.slatic.net/p/mdc/dccc99009e0195a9355c52c64cfe1f76.jpg,Ethanol and water
Liquor,Gin Kapitan 350ml,000-280,₱58.00,Beverages,24,"₱1,392.00",https://images.squarespace-cdn.com/content/v1/5c9edcd892441bd4a9750a0f/1556682775660-OQ5CJ66D52P3JCN9VCE7/ginkap.png,Ethanol and water
Liquor,Ginebra San Miguel Gin Round 350ml,000-281,₱60.00,Beverages,24,"₱1,440.00",http://cdn.shopify.com/s/files/1/0421/2454/2105/products/4800130100023_99f9aeb8-346d-408c-a840-ae688a83ee76.jpg?v=1628791193,Ethanol and water
Liquor,Jamaica Lime 350ml,000-282,₱45.00,Beverages,6,₱270.00,https://store.iloilosupermart.com/wp-content/uploads/2020/12/587987.png,
Liquor,Red Horse 500ml,000-283,₱55.00,Beverages,36,"₱1,980.00",https://fishersupermarket.ph/wp-content/uploads/2020/10/4801032211077.jpg,
Liquor,Red Horse Mucho 1L,000-284,₱110.00,Beverages,12,"₱1,320.00",http://cdn.shopify.com/s/files/1/0358/1335/9748/products/Untitled_b06824f1-7444-4fa4-96b4-e406f419d5dc_1024x.png?v=1613360797,
Biscuits,Bingo Cookie Chocolate Orange 28g,000-285,₱7.00,Snacks,24,₱168.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/BIN01.png,
Biscuits,Bingo Cookie Double Chocolate 28g,000-286,₱7.00,Snacks,24,₱168.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/BIN02.png,
Biscuits,Bingo Cookie Vanilla 28g,000-287,₱7.00,Snacks,24,₱168.00,https://shop.themetrostores.ph/basak-supermarket/wp-content/uploads/2021/03/SM6393199-5.jpg,
Biscuits,Butter Cream Crackers 25g,000-288,₱7.00,Snacks,24,₱168.00,https://www.cebumyxmarket.com/wp-content/uploads/2020/08/BUTTECREAM-CRACKERS.jpg,"wheat flour, vegetable oil [full and partially hydrogenated coconut, palm and palm kernal oil], sugar, milk powder, raising agent: sodium bicarbonate, salt, flavouring, yeast, natural colour: annatto."
Biscuits,Butter Cream Cracker Ensaymada 25g,000-289,₱7.00,Snacks,24,₱168.00,"https://static.wixstatic.com/media/e57616_a8ea63d4768c4d409b0f1cd362c1c8ec.jpg/v1/fill/w_370,h_370,al_c,q_85/e57616_a8ea63d4768c4d409b0f1cd362c1c8ec.jpg","Wheat flour, sugar, vegetable oil (partially hydrogenated &/or hydrogenated coconut, palm, palm kernel or blends), cheese powder, milk powder, salt, baking soda, artificial butter flavor."
Biscuits,Cal Cheese Wafer 35g,000-290,₱7.00,Snacks,24,₱168.00,https://triber.com.ph/wp-content/uploads/sites/2/2021/08/Triber-PH_Calcheese-35g-1case.jpg,
Biscuits,Choco Mucho Cookie Sandwich White 33g,000-291,₱7.00,Snacks,24,₱168.00,https://cf.shopee.ph/file/434972ed5160466cd734f4e7265ec21f,"Sugar, Vegetable Fat (Palm ,Coconut), Skimmed Milk Powder, Cocoa Powder, Whey Powder, Soya Lecithin(E322) as emulsifier, Artificial chocolate flavor and Artificial milk flavor."
Biscuits,Cream-O Cookies Choco 30g,000-292,₱7.00,Snacks,24,₱168.00,https://store.iloilosupermart.com/wp-content/uploads/2020/10/d8658a5b5d920f5e09db2c2ddcda4dcb_1024x.png,"flour, sugar, vegetable fat, glucose, milk powder, cocoa powder, cocoa mass, malt, iodized salt, egg yolk powder, foaming agent (sodium)."
Biscuits,Cream-O Cookies `N Cream 27g,000-293,₱7.00,Snacks,24,₱168.00,https://cf.shopee.ph/file/da397c2a982e944f44b3a65d1eaec2af,"Wheat Flour, Sugar, Blend of Vegetable Oils(Palm Oil, Hydrogenated Palm Kernel Oil, Hydrogenated Palm Oil, Hydrogenated Rapeseed Oil), Lactose, Whole Milk Powder, Vegetable Oil Shortening(Palm Oil, Hydrogenated Palm Oil), Cocoa Powder, Artificial Flavors, Soy Lecithin, Salt, Yeast, Corn Starch, Modified Starch, Leavening(Sodium Bicarbonate)."
Biscuits,Cream-O Cookies Vanilla 30g,000-294,₱7.00,Snacks,24,₱168.00,https://cf.shopee.ph/file/b4595822d5e3195fb857f3d6feeb393d,"hydrogen carbonate), ammonium hydrogen carbonate, corn starch, emulsifier, lecitin, synthetic vanilla flavor, food coloring, caramel."
Biscuits,Dewberry Blueberries `N Cream 33g,000-295,₱7.00,Snacks,24,₱168.00,https://cdn.shopify.com/s/files/1/0280/7126/4308/products/DEWBERRY-BLUEBERRY-01_shop_600x600_214b4572-902f-4c78-93bb-a107245f05a1_600x.png?v=1588824175,
Biscuits,Dewberry Blueberry Cheesecake 33g,000-296,₱7.00,Snacks,24,₱168.00,https://cf.shopee.ph/file/fc77ad986bd0fa48cc4c576fe69d600b,
Biscuits,Dewberry Strawberries `N Cream 33g,000-297,₱7.00,Snacks,24,₱168.00,https://cdn.shopify.com/s/files/1/0402/6456/4888/products/Untitleddesign_66_9cfb0c1d-4d26-4939-8fa8-bc24f94b0aa6_640x.jpg?v=1592057673,
Biscuits,Fita Crackers Singles 30g,000-298,₱6.00,Snacks,50,₱300.00,https://vsf-api.cliqqgrocery.com/img/600/744/resize/primary-750515017450.jpg,
Biscuits,Hello! Chocolate 15g,000-299,₱6.00,Snacks,24,₱144.00,https://cf.shopee.ph/file/092fa97edff1b1b1523319fd16ccb606,
Biscuits,Hello! Vanilla 15g,000-300,₱6.00,Snacks,24,₱144.00,https://cf.shopee.ph/file/a6d6a68bbe510bb06906e24ee80f2800,
Biscuits,Jack 'N Jill Berry Knots 28g,000-301,₱7.00,Snacks,6,₱42.00,https://cf.shopee.ph/file/facb94fcf95b31f7f42aed9c7b54341e,
Biscuits,Jack 'N Jill Chessy Knots 28g,000-302,₱7.00,Snacks,6,₱42.00,https://cf.shopee.ph/file/a95aa11816b11f995e323b0e8c221672,
Biscuits,Jack 'N Jill Choco Knots 28g,000-303,₱7.00,Snacks,6,₱42.00,https://cf.shopee.ph/file/f80015e7ac5b1e3d3fffbeb577d70aae,
Biscuits,Jack 'N Jill Milk Knots 28g,000-304,₱7.00,Snacks,6,₱42.00,https://cf.shopee.ph/file/497ee9c92271c37b12d615daeac8b10a,
Biscuits,Jack 'N Jill Wafrets Brix Chocolate 24g,000-305,₱7.00,Snacks,24,₱168.00,https://cf.shopee.ph/file/812059249c84da3a6a8c6d4ea7344da5,
Biscuits,Jack 'N Jill Wafrets Brix Choco Vanilla 24g,000-306,₱7.00,Snacks,12,₱84.00,https://cdn.shopify.com/s/files/1/0402/6456/4888/products/Wafrex-Choco-Vanilla-Nrix-e1439492704275_320x.jpg?v=1592058637,
Biscuits,Knick Knacks Chocolate 21g,000-307,₱8.00,Snacks,6,₱48.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/4806517040388.jpg,
Biscuits,Knick Knacks Milk 21g,000-308,₱8.00,Snacks,6,₱48.00,https://gmart.com.ph/wp-content/uploads/2020/05/KNICK-KNACKS-MILK-21G.jpg,
Biscuits,Knick Knacks Strawberry 21g,000-309,₱8.00,Snacks,6,₱48.00,https://cdn.store-assets.com/s/377840/i/32070803.jpg,
Biscuits,Magic Creams Butter 28g,000-310,₱7.00,Snacks,24,₱168.00,https://www.worldofsnacks.com/uploads/1/3/1/2/13127180/s643667121527569464_p237_i2_w1000.jpeg,
Biscuits,Magic Creams Choco 28g,000-311,₱7.00,Snacks,12,₱84.00,https://lh3.googleusercontent.com/proxy/jcq03kpYhs-GG_w_PcAri-68WXhy-shhOEJKhEGdKdQRGyCwNQaJpBQ-u1Ty_dUyleua7fn0zphSlQmuozzAj1VQTO8nb34_hwSXQowGXvCGJelmeNkuRARaHeql_wZmb-v0nITuaJc,
Biscuits,Magic Flakes 28g,000-312,₱6.00,Snacks,24,₱144.00,https://i.pinimg.com/originals/87/fc/91/87fc91ff018b5c9d83bd2cf4896a30e1.png,
Biscuits,Magic Flakes Cheese 28g,000-313,₱7.00,Snacks,12,₱84.00,https://boholgrocery.com/wp-content/uploads/2020/09/Magic-Flakes-Cheese-Crackers-28g-x-10packs.png,
Biscuits,Monde Sumo Mini Cookies & Cream 20g,000-314,₱5.00,Snacks,20,₱100.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/MON51.png,
Biscuits,Nissin Biscuit Butter Coconut 25g,000-315,₱6.00,Snacks,12,₱72.00,https://elako.ph/wp-content/uploads/2020/07/Nissin-Butter-Coconut-25g-10%E2%80%99s.jpg,
Biscuits,Nissin Bread Stix 20g,000-316,₱6.00,Snacks,12,₱72.00,https://cdn.shopify.com/s/files/1/0294/1298/2858/products/Untitleddesign-2020-07-24T131126.168.png?v=1595675299,
Biscuits,Nissin Eggnog Cookies 18g,000-317,₱6.00,Snacks,12,₱72.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/483_1024x.png?v=1619003285,
Biscuits,Nissin Wafer Chocolate 10g,000-318,₱3.00,Snacks,15,₱45.00,https://www.superama.ph/app/uploads/2020/11/NISSIN-WAFER-DOUBLE-CHOCOLATE-55G.jpg,
Biscuits,Nissin Wafer Choco King 22g,000-319,₱6.00,Snacks,12,₱72.00,https://cdn.shopify.com/s/files/1/0277/8182/4573/products/291_1024x1024.jpg?v=1598869832,
Biscuits,Oreo Sandwich Cookie Choco 28.5g,000-320,₱9.00,Snacks,12,₱108.00,https://www.officebuddy.com.sg/ob/images/;jsessionid=B6238AAFC99DABA1E2507017D125997888OL7MAZ011C/4IGC2ICI017C-350x350.PNG,
Biscuits,Oreo Sandwich Cookie Vanilla 28.5g,000-321,₱9.00,Snacks,12,₱108.00,https://jonersmart.com/wp-content/uploads/2021/02/Oreo-Vanilla.png,
Biscuits,Presto Creams Chocolate 30g,000-322,₱7.00,Snacks,12,₱84.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/PRE10.png,
Biscuits,Presto Creams Peanut Butter 30g,000-323,₱7.00,Snacks,12,₱84.00,https://kumaresmart.com/wp-content/uploads/2021/06/kmjj57.png,
Biscuits,Presto Creams Vanilla 30g,000-324,₱7.00,Snacks,12,₱84.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/PRE20.png,
Biscuits,Rebisco Bravo Biscuit 30g,000-325,₱7.00,Snacks,12,₱84.00,https://getgrocery.ph/wp-content/uploads/2020/08/bravo-30g-10s.png,
Biscuits,Rebisco Combi Triple Choco 30g,000-326,₱7.00,Snacks,12,₱84.00,https://www.rebisco.com.ph/uploads/our-brands/combi_triplechoco.png,
Biscuits,Rebisco Crackers 33g,000-327,₱7.00,Snacks,24,₱168.00,https://www.rebisco.com.ph/uploads/our-brands/rebcrack_plain.png,
Biscuits,Rebisco Extreme Choco-Coated 25g,000-328,₱7.00,Snacks,12,₱84.00,https://rebisco.com.ph/uploads/our-brands/rebextreme_choco.png,
Biscuits,Rebisco Hansel Crackers 32g,000-329,₱6.00,Snacks,12,₱72.00,https://rebisco.com.ph/uploads/our-brands/hanselcrac.jpg,
Biscuits,Rebisco Hansel Chocolate 31g,000-330,₱7.00,Snacks,12,₱84.00,https://www.crempcoop.com/wp-content/uploads/2019/07/Rebisco-Hansel-Chocolate-31g.jpg,
Biscuits,Rebisco Hansel Milk 31g,000-331,₱7.00,Snacks,12,₱84.00,https://www.crempcoop.com/wp-content/uploads/2019/07/Rebisco-Hansel-Milk-31g.png,
Biscuits,Rebisco Hansel Mocha 31g,000-332,₱7.00,Snacks,12,₱84.00,https://rebisco.com.ph/uploads/our-brands/hanselmocha8.png,
Biscuits,Rebisco Sandwich Butter 32g,000-333,₱7.00,Snacks,12,₱84.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/REB30.png,
Biscuits,Rebisco Sandwich Choco 32g,000-334,₱7.00,Snacks,12,₱84.00,https://www.rebisco.com.ph/uploads/our-brands/rebisco_choco.png,
Biscuits,Rebisco Sandwich Cream 32g,000-335,₱7.00,Snacks,12,₱84.00,https://ph-test-11.slatic.net/p/c4cc3f8016f9c85a754d58022183be54.jpg,
Biscuits,Rebisco Sandwich Strawberry 32g,000-336,₱7.00,Snacks,12,₱84.00,https://ph-test-11.slatic.net/p/aac8ecbeb205b1b7de13dac802f977ff.jpg,
Biscuits,Richeese Cheese Wafer 50g,000-337,₱12.00,Snacks,10,₱120.00,https://www.srssulit.com/wp-content/uploads/products/2004854809-1.png,
Biscuits,Richoco Chocolate Wafer 50g,000-338,₱12.00,Snacks,10,₱120.00,https://i.imgur.com/cCwrOGi.png,
Biscuits,Sky Flakes Cracker Sandwich Condensada,000-339,₱7.00,Snacks,12,₱84.00,https://cdn.store-assets.com/s/377840/i/16432295.png,
Biscuits,Sky Flakes Regular 25g,000-340,₱6.00,Snacks,24,₱144.00,https://i.imgur.com/JrD4Y75.png,
Biscuits,Stik-O Choco Wafer Jr. 380g,000-341,₱1.00,Snacks,100,₱100.00,https://kooryr.ph/wp-content/uploads/2021/07/20100488_9bcd8846-30b5-470d-9f7f-a28a33e2d660_2000x.png,
Biscuits,Tiger Energy Biscuit Chocolate 21g,000-342,₱7.00,Snacks,12,₱84.00,https://fishersupermarket.ph/wp-content/uploads/2020/09/TIG11.png,
Biscuits,Tiger Energy Biscuit Vanilla 21g,000-343,₱7.00,Snacks,12,₱84.00,https://boholonlinestore.com/wp-content/uploads/2020/06/httpsshop.smmarkets.phmediawysiwyg20191015-4k_front_photo_update20184055-1.png,
Chips,Chippy Snack Chili and Cheese 27g,000-344,₱7.00,Snacks,6,₱42.00,https://fishersupermarket.ph/wp-content/uploads/2020/10/4800016641008.jpg,
Chips,Chippy Snack Barbecue 27g,000-345,₱7.00,Snacks,6,₱42.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Chippy-Barbecue-27g.png,
Chips,Chiz Curls Snack 18g,000-346,₱7.00,Snacks,6,₱42.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Chiz-Curls-18g.png,
Chips,Clover Chips Cheesier 26g,000-347,₱6.00,Snacks,6,₱36.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Clover-Chips-Cheese-24g.png,
Chips,Granny Goose Tortillos Barbecue 25g,000-348,₱7.00,Snacks,6,₱42.00,https://shop.themetrostores.ph/marketmarket-supermarket/wp-content/uploads/2021/03/SM2097909-6.jpg,
Chips,Granny Goose Tortillos Chili 25g,000-349,₱7.00,Snacks,6,₱42.00,https://cdn.shopify.com/s/files/1/0402/6456/4888/products/Untitleddesign_13_640x.jpg?v=1591336303,
Chips,Granny Goose Tortillos Cheese 25g,000-350,₱7.00,Snacks,6,₱42.00,https://cdn.shortpixel.ai/spai/q_lossy+ret_img+to_webp/https://salangikopu.com/wp-content/uploads/2020/09/Tortillos-Cheese-Flavored-Corn-Snacks-Small-Front.png,
Chips,Jack 'N Jill Mang Juan Chik'n Skin 16g,000-351,₱7.00,Snacks,6,₱42.00,https://imartgrocersph.com/wp-content/uploads/2020/09/Mang-Juan-Chik_n-Skin-16g.png,
Chips,Jack 'N Jill Mang Juan Sukang Paombong 26g,000-352,₱7.00,Snacks,6,₱42.00,https://gmart.com.ph/wp-content/uploads/2020/05/JACK-N-JILL-MANG-JUAN-SUKANG-PAOMBONG-26G.jpg,
Chips,Jack 'N Jill Mang Juan Suka't Sili 26g,000-353,₱7.00,Snacks,6,₱42.00,https://cdn.shopify.com/s/files/1/0053/5429/1271/products/58375415_843964155963515_7694552018089672704_n_1200x1200.jpg?v=1556069983,
Chips,Jack 'N Jill Roller Coaster Snack Cheese 24g,000-354,₱7.00,Snacks,6,₱42.00,https://gmart.com.ph/wp-content/uploads/2020/05/JACK-N-JILL-ROLLER-COASTER-SNACK-CHEDDAR-CHEESE-24G.jpg,
Chips,Jack 'N Jill V-Cut Cheese 25g,000-355,₱7.00,Snacks,6,₱42.00,https://gmart.com.ph/wp-content/uploads/2020/05/JACK-N-JILL-V-CUT-CHEESE-25G.jpg,
Chips,Jack 'N Jill V-Cut Spicy Barbecue 25g,000-356,₱7.00,Snacks,6,₱42.00,https://ipcdn.freshop.com/resize?url=https://images.freshop.com/1564405684702535892/10730440f68ad4613de43b66cfdfb07b_large.png&width=512&type=webp&quality=80,
Chips,Mr.Chips Cheese 26g,000-357,₱7.00,Snacks,6,₱42.00,https://getgrocery.ph/wp-content/uploads/2020/06/mr-chips-26g.png,
Chips,Nova Country Cheddar 40g,000-358,₱13.00,Snacks,8,₱104.00,https://dynamic.zacdn.com/Wxh-FHBMCobZ7aeytDvhTeDE3UM=/fit-in/346x500/filters:quality(95):fill(ffffff)/https://static-ph.zacdn.com/p/nova-2149-8809361-1.jpg,
Chips,Oishi Bread Pan Cheese & Onion 24g,000-359,₱6.00,Snacks,8,₱48.00,https://cdn.shopify.com/s/files/1/0358/1335/9748/products/oishi-snacks-oishi-bread-pan-cheese-onion-24g-14927272935556_1024x.png?v=1617072882,
Chips,Oishi Bread Pan Garlic 24g,000-360,₱6.00,Snacks,6,₱36.00,https://www.oishi.com.ph/wp-content/uploads/2017/04/BPNCO-DG-500px-x-500px-01.png,
Chips,Oishi Bread Pan White Cheddar 24g,000-361,₱6.00,Snacks,6,₱36.00,https://images.freshop.com/1564405684702539220/34149596f901bfe8fd2f95c1f85e49c8_large.png,
Chips,Oishi Cracklings Salt & Vinegar 24g,000-362,₱6.00,Snacks,6,₱36.00,https://www.oishi.com.ph/wp-content/uploads/2017/04/RC-UA-500px-x-500px-01.png,
Chips,Oishi Crispy Patata Snack 24g,000-363,₱6.00,Snacks,6,₱36.00,https://www.oishi.com.ph/wp-content/uploads/2017/04/CRP-UA500px-x-500px-01.png,
